State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr),,,,,,
NY,Astoria Energy,55375,CT3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7825,-73.8964,"Astoria Energy, LLC",NAES Corporation,Charles McCall (603228),Michael J Stockstad (606598),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,4/6/2011,Operating,2550,,,,,,
NY,Astoria Energy,55375,CT4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7825,-73.8964,"Astoria Energy, LLC",NAES Corporation,Charles McCall (603228),Michael J Stockstad (606598),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,4/11/2011,Operating,2550,,,,,,
NY,Indeck-Corinth Energy Center,50458,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Saratoga County,NY091,91,Cogeneration,43.25,-73.8125,Indeck-Corinth Limited Partnership,Indeck-Corinth Limited Partnership,Michael D Ferguson (2911),Mike E Minnolera (603852),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,7/1/1995,Operating,1279,,,,,,
NY,Bethpage Energy Center,50292,GT1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.7469,-73.4994,TBG Cogen Partners,"Calpine Operating Services Company, Inc.",Glen Stockhausen (3292),Patrick Blanchard (1082),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,8/13/1989,Operating,416,,,,,,
NY,Bethpage Energy Center,50292,GT2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.7469,-73.4994,TBG Cogen Partners,"Calpine Operating Services Company, Inc.",Glen Stockhausen (3292),Patrick Blanchard (1082),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,8/13/1989,Operating,416,,,,,,
NY,Bethpage Energy Center,50292,GT4,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.7469,-73.4994,"Bethpage Energy Center 3, LLC","Calpine Operating Services Company, Inc.",Glen Stockhausen (3292),Patrick Blanchard (1082),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,5/8/2005,Operating,730,,,,,,
NY,KIAC Cogeneration,54114,GT1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Cogeneration,40.6417,-73.7778,Calpine Corporation,Calpine Corporation,Michael O'Brien (605705),Patrick Blanchard (1082),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,2/1/1995,Operating,718,,,,,,
NY,KIAC Cogeneration,54114,GT2,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Cogeneration,40.6417,-73.7778,Calpine Corporation,Calpine Corporation,Michael O'Brien (605705),Patrick Blanchard (1082),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,2/1/1995,Operating,718,,,,,,
NY,"Saranac Power Partners, LP",54574,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Clinton County,NY019,19,Cogeneration,44.7132,-73.4557,"Saranac Power Partners, LP",Falcon Power Operating Company,John D Gokey (607918),Ryan Parks (603530),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,6/21/1994,Operating,1676,,,,,,
NY,"Saranac Power Partners, LP",54574,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Clinton County,NY019,19,Cogeneration,44.7132,-73.4557,"Saranac Power Partners, LP",Falcon Power Operating Company,John D Gokey (607918),Ryan Parks (603530),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,6/21/1994,Operating,1676,,,,,,
NY,Nassau Energy Corporation,52056,4,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Nassau County,NY059,59,Cogeneration,40.7259,-73.5885,Nassau Energy Corp,Nassau Energy Corp,David S Petty (1653),Seth Blumencranz (603747),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,3/22/1991,Operating,633,,,,,,
NY,Selkirk Cogen Partners,10725,CTG101,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Albany County,NY001,1,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP","Selkirk Cogen Partners, LP",John W Hanlon (1385),Susan D Flash (603940),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,4/17/1992,Operating,1215,,,,,,
NY,Selkirk Cogen Partners,10725,CTG201,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Albany County,NY001,1,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP","Selkirk Cogen Partners, LP",John W Hanlon (1385),Susan D Flash (603940),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,9/1/1994,Operating,1259,,,,,,
NY,Selkirk Cogen Partners,10725,CTG301,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Albany County,NY001,1,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP","Selkirk Cogen Partners, LP",John W Hanlon (1385),Susan D Flash (603940),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,9/1/1994,Operating,1250,,,,,,
NY,"Beaver Falls, LLC",10617,1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Lewis County,NY049,49,Cogeneration,43.8861,-75.4342,SBF LLC,SBF LLC,"Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019)","Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019)",,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,1/1/1995,Operating,812,,,,,,
NY,"Syracuse, LLC",10621,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Onondaga County,NY067,67,Electric Utility,43.0667,-76.2246,SBF LLC,SBF LLC,"Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019)","Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,2/1/1994,Operating,800,,,,,,
NY,Ravenswood Generating Station,2500,UCC001,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Ammonia Injection,,,1/5/2004,Operating,2156,,,,,,
NY,AG - Energy,10803,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,St. Lawrence County,NY089,89,Electric Utility,44.7258,-75.4417,"AG Energy, LP","AG Energy, LP",Greg Sharland (2129),Walter J Relling (602898),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,5/19/1994,Operating,536,,,,,,
NY,AG - Energy,10803,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,St. Lawrence County,NY089,89,Electric Utility,44.7258,-75.4417,"AG Energy, LP","AG Energy, LP",Greg Sharland (2129),Walter J Relling (602898),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,5/19/1994,Operating,254,,,,,,
NY,Carthage Energy,10620,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Jefferson County,NY045,45,Cogeneration,43.9842,-75.6225,"Carthage Energy, LLC","Wood Group Power Operations, Inc.",Greg Sharland (2129),Walter J Relling (602898),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,11/1/1991,Operating,583,,,,,,
NY,Sterling Power Plant,50744,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Oneida County,NY065,65,Cogeneration,43.0803,-75.6003,"Sterling Power Partners, LP","Sterling Power Partners, LP",Greg Sharland (2129),Walter J Relling (602898),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,10/1/1991,Operating,551,,,,,,
NY,Batavia Energy,54593,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Genesee County,NY037,37,Cogeneration,42.9828,-78.1592,"Seneca Power Partners, LP","Seneca Power Partners, LP",Greg Sharland (2129),"Walter J Relling (602898) (Started Dec 30, 2019)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,9/1/1992,Operating,551,,,,,,
NY,"Hawkeye Energy Greenport, LLC",55969,U-01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,41.1056,-72.3767,"Hawkeye Energy Greenport, LLC, Hawkeye Generating, LLC","Hawkeye Energy Greenport, LLC, Hawkeye Generating, LLC","Steve Squillante (604116) (Ended Oct 08, 2019)<br>John Reynolds (609564) (Started Oct 08, 2019)",Edward Tackenberg (605914),Phase 2,,Combustion turbine,Diesel Oil,,,Water Injection<br>Selective Catalytic Reduction,,,6/23/2003,Operating,560,,,,,,
NY,Shoreham Energy,55787,CT01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9572,-72.8664,"J Power USA Development Co, Ltd.","J Power USA Development Co, Ltd.",Paul E Peterson (607880),Jason White (608523),Phase 2,,Combustion turbine,Diesel Oil,,,Water Injection<br>Selective Catalytic Reduction,,,7/20/2002,Operating,461,,,,,,
NY,Shoreham Energy,55787,CT02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9572,-72.8664,"J Power USA Development Co, Ltd.","J Power USA Development Co, Ltd.",Paul E Peterson (607880),Jason White (608523),Phase 2,,Combustion turbine,Diesel Oil,,,Water Injection<br>Selective Catalytic Reduction,,,7/22/2002,Operating,461,,,,,,
NY,Bayswater Peaking Facility,55699,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.6106,-73.7614,"Jamaica Bay Peaking Facility, LLC","Jamaica Bay Peaking Facility, LLC","Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019)","Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019)",Phase 2,,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,Water Injection<br>Selective Catalytic Reduction,,,7/2/2003,Operating,625,,,,,,
NY,Glenwood,2514,U00020,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.8269,-73.6479,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,,,,7/1/1972,Operating,662,,,,,,
NY,Glenwood,2514,U00021,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.8269,-73.6479,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,,,,7/1/1972,Operating,662,,,,,,
NY,Holtsville Facility,8007,U00001,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00002,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00003,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00004,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00005,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00006,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00007,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00008,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00009,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00010,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00011,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00012,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00013,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00014,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00015,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00016,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00017,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00018,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00019,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Holtsville Facility,8007,U00020,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Water Injection,,,7/1/1974,Operating,416,,,,,,
NY,Wading River Facility,7146,UGT007,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Other<br>Water Injection,,,7/1/1989,Operating,1164,,,,,,
NY,Wading River Facility,7146,UGT008,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Other<br>Water Injection,,,7/1/1989,Operating,1164,,,,,,
NY,Wading River Facility,7146,UGT009,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,Other<br>Water Injection,,,7/1/1989,Operating,1164,,,,,,
NY,Wading River Facility,7146,UGT013,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,,,,7/1/1971,Operating,686,,,,,,
NY,West Babylon Facility,2521,UGT001,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.6953,-73.3497,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Diesel Oil,,,,,,6/1/1971,Operating,686,,,,,,
NY,Astoria Gas Turbine Power,55243,CT2-1A,CP0002,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7864,-73.9133,"Astoria Energy, LLC","Astoria Energy, LLC",Andrew Scano (601596),Frank Ameo (1243),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,6/1/1970,Operating,255,,,,,,
NY,Astoria Gas Turbine Power,55243,CT2-1B,CP0002,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7864,-73.9133,"Astoria Energy, LLC","Astoria Energy, LLC",Andrew Scano (601596),Frank Ameo (1243),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,6/1/1970,Operating,255,,,,,,
NY,Astoria Gas Turbine Power,55243,CT2-2A,CP0002,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7864,-73.9133,"Astoria Energy, LLC","Astoria Energy, LLC",Andrew Scano (601596),Frank Ameo (1243),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,6/1/1970,Operating,255,,,,,,
